External ID,Parent External ID,Work Item Type,Title,State,Sprint,Phase,Epic,Feature,Description,Acceptance Criteria,Tags,Suggested Repo Artifact,Notes
T04.02.04.1,US04.02.04,Task,Draft/build artifact for Create gold data quality issue fact,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.02 Gold Dimensional Model,Create the first complete version of the artifact or implementation for Create gold data quality issue fact.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql,
T04.02.04.2,US04.02.04,Task,Validate and document Create gold data quality issue fact,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.02 Gold Dimensional Model,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold data quality issue fact.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql,
T04.02.04.3,US04.02.04,Task,Commit and link implementation evidence for Create gold data quality issue fact,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.02 Gold Dimensional Model,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold data quality issue fact.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql,
F04.03,E04,Feature,Reporting Marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,Create KPI-ready marts for stakeholder dashboards.,"Feature is complete when patient flow, length-of-stay, readmission, lab operations, service utilization, and reporting trust marts are created and aligned to dashboard use cases.",ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Reporting; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,,
US04.03.01,F04.03,User Story,Create patient flow mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"As a operational leader, I want create patient flow mart so that encounter trends and patient flow indicators are reporting-ready.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.01.1,US04.03.01,Task,Draft/build artifact for Create patient flow mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,Create the first complete version of the artifact or implementation for Create patient flow mart.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.01.2,US04.03.01,Task,Validate and document Create patient flow mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Check the work against acceptance criteria, document assumptions, and record evidence for Create patient flow mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.01.3,US04.03.01,Task,Commit and link implementation evidence for Create patient flow mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create patient flow mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
US04.03.02,F04.03,User Story,Create length-of-stay and readmission marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"As a operational leader, I want create length-of-stay and readmission marts so that LOS and 30-day readmission metrics are aggregated consistently.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.02.1,US04.03.02,Task,Draft/build artifact for Create length-of-stay and readmission marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,Create the first complete version of the artifact or implementation for Create length-of-stay and readmission marts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.02.2,US04.03.02,Task,Validate and document Create length-of-stay and readmission marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Check the work against acceptance criteria, document assumptions, and record evidence for Create length-of-stay and readmission marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.02.3,US04.03.02,Task,Commit and link implementation evidence for Create length-of-stay and readmission marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create length-of-stay and readmission marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
US04.03.03,F04.03,User Story,Create lab operations and service utilization marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"As a operational leader, I want create lab operations and service utilization marts so that observation and procedure volumes are ready for dashboarding.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.03.1,US04.03.03,Task,Draft/build artifact for Create lab operations and service utilization marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,Create the first complete version of the artifact or implementation for Create lab operations and service utilization marts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.03.2,US04.03.03,Task,Validate and document Create lab operations and service utilization marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Check the work against acceptance criteria, document assumptions, and record evidence for Create lab operations and service utilization marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.03.3,US04.03.03,Task,Commit and link implementation evidence for Create lab operations and service utilization marts,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create lab operations and service utilization marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
US04.03.04,F04.03,User Story,Create reporting trust mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"As a data steward, I want create reporting trust mart so that data quality pass/fail status and governance readiness can be reported.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.04.1,US04.03.04,Task,Draft/build artifact for Create reporting trust mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,Create the first complete version of the artifact or implementation for Create reporting trust mart.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.04.2,US04.03.04,Task,Validate and document Create reporting trust mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Check the work against acceptance criteria, document assumptions, and record evidence for Create reporting trust mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
T04.03.04.3,US04.03.04,Task,Commit and link implementation evidence for Create reporting trust mart,New,Sprint 4-5,Phase 4-5,E04 Medallion Data Pipeline,F04.03 Reporting Marts,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create reporting trust mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts,sql/06_transform_silver_to_gold.sql,
F05.01,E05,Feature,Quality Rule Framework,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,Implement reportable data quality checks in SQL and Python.,"Feature is complete when quality rules cover completeness, uniqueness, referential integrity, validity, consistency, timeliness, lineage, and API readiness, with results stored for reporting.",ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,,
US05.01.01,F05.01,User Story,Create governance quality rule metadata table,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"As a data steward, I want create governance quality rule metadata table so that quality rules have IDs, descriptions, severity, scope, and owners.",Deliverable exists at sql/07_data_quality_checks.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql,
T05.01.01.1,US05.01.01,Task,Draft/build artifact for Create governance quality rule metadata table,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,Create the first complete version of the artifact or implementation for Create governance quality rule metadata table.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql,
T05.01.01.2,US05.01.01,Task,Validate and document Create governance quality rule metadata table,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"Check the work against acceptance criteria, document assumptions, and record evidence for Create governance quality rule metadata table.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql,
T05.01.01.3,US05.01.01,Task,Commit and link implementation evidence for Create governance quality rule metadata table,New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create governance quality rule metadata table.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Quality-Rules; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql,
US05.01.02,F05.01,User Story,"Implement completeness, uniqueness, and referential integrity checks",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"As a data steward, I want implement completeness, uniqueness, and referential integrity checks so that missing keys, duplicates, and orphaned records are detected.",Deliverable exists at sql/07_data_quality_checks.sql; src/run_quality_checks.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Completeness; RI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql; src/run_quality_checks.py,
T05.01.02.1,US05.01.02,Task,"Draft/build artifact for Implement completeness, uniqueness, and referential integrity checks",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"Create the first complete version of the artifact or implementation for Implement completeness, uniqueness, and referential integrity checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Completeness; RI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql; src/run_quality_checks.py,
T05.01.02.2,US05.01.02,Task,"Validate and document Implement completeness, uniqueness, and referential integrity checks",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement completeness, uniqueness, and referential integrity checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Completeness; RI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql; src/run_quality_checks.py,
US05.01.03,F05.01,User Story,"Implement validity, consistency, and freshness checks",New,Sprint 4-6,Phase 4-6,E05 Data Quality & Governance,F05.01 Quality Rule Framework,"As a data steward, I want implement validity, consistency, and freshness checks so that invalid dates, inconsistent categories, and stale loads are detected.",Deliverable exists at sql/07_data_quality_checks.sql; src/run_quality_checks.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Validity; Freshness; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation,sql/07_data_quality_checks.sql; src/run_quality_checks.py,
